Grup,Code,Camp,Nom del camp,Context,Proposta,Instruccions
7-ELEMENT,DW-S01-EA47,Support_Modified,Suport modificat,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
5-DANYS,DW-S04-EA11,Looting,Espoli,,,S'observa este tipus de dany o alteracio a l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
5-DANYS,DW-S04-EA11,Fire_Damage,Dany per foc,,,S'observa este tipus de dany o alteracio a l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
5-DANYS,DW-S04-EA11,Animal_Activity,Activitat animal,,,S'observa este tipus de dany o alteracio a l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
5-DANYS,DW-S04-EA11,Modern_Access,Acces modern,,,S'observa este tipus de dany o alteracio a l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S04-EA11,Mortar_Present,Morter present,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S04-EA11,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S01-EA51,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S01-EA53,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
4-BIOARQ,DW-S01-EA55,Anatomical_Connection,Connexio anatomica,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA55,Mummification,Momificacio,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA55,Funerary_Bundles,Fardells funeraris,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA55,Dispersed_Remains,Restes disperses,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA55,Flexed_Position,Posicio flexionada,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA55,Bone_Burning,Os cremat,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
3-MATERIALS,DW-S01-EA55,Mat_Textiles,Materials: textils,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA55,Mat_Wood,Materials: fusta,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA55,Mat_VegFiber,Materials: fibra vegetal,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA55,Mat_Ceramics,Materials: ceramica,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA55,Mat_Fauna,Materials: fauna,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA55,Mat_DeerAntler,Materials: banya de cervol,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA55,Mat_Other,Materials: altres,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
7-ELEMENT,DW-S01-EA55,Human_Remains,Restes humanes,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
7-ELEMENT,DW-S01-EA55,Support_Modified,Suport modificat,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
6-MACONERIA,DW-S01-EA59,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
4-BIOARQ,DW-S01-EA60,Anatomical_Connection,Connexio anatomica,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA60,Mummification,Momificacio,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA60,Funerary_Bundles,Fardells funeraris,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA60,Dispersed_Remains,Restes disperses,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA60,Flexed_Position,Posicio flexionada,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA60,Bone_Burning,Os cremat,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
3-MATERIALS,DW-S01-EA60,Mat_Textiles,Materials: textils,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA60,Mat_Wood,Materials: fusta,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA60,Mat_VegFiber,Materials: fibra vegetal,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA60,Mat_Ceramics,Materials: ceramica,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA60,Mat_Fauna,Materials: fauna,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA60,Mat_DeerAntler,Materials: banya de cervol,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA60,Mat_Other,Materials: altres,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
5-DANYS,DW-S01-EA60,Looting,Espoli,,,S'observa este tipus de dany o alteracio a l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
5-DANYS,DW-S01-EA60,Fire_Damage,Dany per foc,,,S'observa este tipus de dany o alteracio a l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
5-DANYS,DW-S01-EA60,Animal_Activity,Activitat animal,,,S'observa este tipus de dany o alteracio a l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
5-DANYS,DW-S01-EA60,Modern_Access,Acces modern,,,S'observa este tipus de dany o alteracio a l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S01-EA60,Mortar_Present,Morter present,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S01-EA60,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
7-ELEMENT,DW-S01-EA60,Recessed_Frame,Marc rebaixat,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
7-ELEMENT,DW-S01-EA60,Human_Remains,Restes humanes,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
6-MACONERIA,DW-S04-EA17,Mortar_Present,Morter present,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S04-EA17,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
2-NATURAL,DW-S04-EA21,Mortar_Present,Morter present,context natural (cova/ninxol/diedre),0,Prefigurat a 0 = 'ho vaig poder mirar i no n'hi ha'. DEIXA'L si es aixi. CANVIA'L A 9 si este aspecte no es podia observar (p.ex. interior inaccessible). Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
2-NATURAL,DW-S04-EA21,Chinking_Stones,Falques entre carreus,context natural (cova/ninxol/diedre),0,Prefigurat a 0 = 'ho vaig poder mirar i no n'hi ha'. DEIXA'L si es aixi. CANVIA'L A 9 si este aspecte no es podia observar (p.ex. interior inaccessible). Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
7-ELEMENT,DW-S02-EA03,Support_Modified,Suport modificat,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
7-ELEMENT,DW-S01-EA74,Recessed_Frame,Marc rebaixat,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
7-ELEMENT,DW-S02-EA04,Recessed_Frame,Marc rebaixat,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
6-MACONERIA,DW-S02-EA06,Mortar_Present,Morter present,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S02-EA06,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S01-EA34,Mortar_Present,Morter present,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S01-EA34,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S01-EA30,Mortar_Present,Morter present,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S01-EA30,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
1-AUTOMATIC,DW-S03-EA04,Interbody_Cornice,Cornisa intranivell (I),el sistema Sys_Interface esta en 'Absent',0,"NO FACES RES. El sistema que governa este element esta tancat (absent o no aplicable), aixi que el camp rep un 0 de farciment per convencio. L'script ho fa sol."
6-MACONERIA,DW-S03-EA04,Mortar_Present,Morter present,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S03-EA04,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
1-AUTOMATIC,DW-S04-EA02,Anatomical_Connection,Connexio anatomica,Restes humanes = 0 (no n'hi ha),0,"NO FACES RES. Sense restes humanes, este camp de bioarqueologia es inaplicable i rep un 0 de farciment automatic."
1-AUTOMATIC,DW-S04-EA02,Mummification,Momificacio,Restes humanes = 0 (no n'hi ha),0,"NO FACES RES. Sense restes humanes, este camp de bioarqueologia es inaplicable i rep un 0 de farciment automatic."
1-AUTOMATIC,DW-S04-EA02,Funerary_Bundles,Fardells funeraris,Restes humanes = 0 (no n'hi ha),0,"NO FACES RES. Sense restes humanes, este camp de bioarqueologia es inaplicable i rep un 0 de farciment automatic."
1-AUTOMATIC,DW-S04-EA02,Dispersed_Remains,Restes disperses,Restes humanes = 0 (no n'hi ha),0,"NO FACES RES. Sense restes humanes, este camp de bioarqueologia es inaplicable i rep un 0 de farciment automatic."
1-AUTOMATIC,DW-S04-EA02,Flexed_Position,Posicio flexionada,Restes humanes = 0 (no n'hi ha),0,"NO FACES RES. Sense restes humanes, este camp de bioarqueologia es inaplicable i rep un 0 de farciment automatic."
1-AUTOMATIC,DW-S04-EA02,Bone_Burning,Os cremat,Restes humanes = 0 (no n'hi ha),0,"NO FACES RES. Sense restes humanes, este camp de bioarqueologia es inaplicable i rep un 0 de farciment automatic."
3-MATERIALS,DW-S04-EA02,Mat_Textiles,Materials: textils,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S04-EA02,Mat_Wood,Materials: fusta,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S04-EA02,Mat_VegFiber,Materials: fibra vegetal,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S04-EA02,Mat_Ceramics,Materials: ceramica,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S04-EA02,Mat_Fauna,Materials: fauna,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S04-EA02,Mat_DeerAntler,Materials: banya de cervol,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S04-EA02,Mat_Other,Materials: altres,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
7-ELEMENT,DW-S04-EA02,Support_Modified,Suport modificat,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
3-MATERIALS,DW-S01-EA07,Mat_Textiles,Materials: textils,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA07,Mat_Wood,Materials: fusta,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA07,Mat_VegFiber,Materials: fibra vegetal,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA07,Mat_Ceramics,Materials: ceramica,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA07,Mat_Fauna,Materials: fauna,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA07,Mat_DeerAntler,Materials: banya de cervol,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA07,Mat_Other,Materials: altres,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
1-AUTOMATIC,DW-S01-EA12,Eave_Beam,Biga de rafec (S),el sistema Sys_Eave esta en 'Not observable',0,"NO FACES RES. El sistema que governa este element esta tancat (absent o no aplicable), aixi que el camp rep un 0 de farciment per convencio. L'script ho fa sol."
1-AUTOMATIC,DW-S01-EA12,Eave_Surface,Superficie de rafec (T),el sistema Sys_Eave esta en 'Not observable',0,"NO FACES RES. El sistema que governa este element esta tancat (absent o no aplicable), aixi que el camp rep un 0 de farciment per convencio. L'script ho fa sol."
6-MACONERIA,DW-S01-EA12,Mortar_Present,Morter present,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
7-ELEMENT,DW-S01-EA12,Support_Modified,Suport modificat,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
4-BIOARQ,DW-S06-EA01,Anatomical_Connection,Connexio anatomica,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S06-EA01,Mummification,Momificacio,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S06-EA01,Funerary_Bundles,Fardells funeraris,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S06-EA01,Dispersed_Remains,Restes disperses,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S06-EA01,Flexed_Position,Posicio flexionada,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S06-EA01,Bone_Burning,Os cremat,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
3-MATERIALS,DW-S06-EA01,Mat_Textiles,Materials: textils,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S06-EA01,Mat_Wood,Materials: fusta,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S06-EA01,Mat_VegFiber,Materials: fibra vegetal,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S06-EA01,Mat_Ceramics,Materials: ceramica,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S06-EA01,Mat_Fauna,Materials: fauna,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S06-EA01,Mat_DeerAntler,Materials: banya de cervol,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S06-EA01,Mat_Other,Materials: altres,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
6-MACONERIA,DW-S06-EA01,Mortar_Present,Morter present,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S06-EA01,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
7-ELEMENT,DW-S06-EA01,Recessed_Frame,Marc rebaixat,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
7-ELEMENT,DW-S06-EA01,Human_Remains,Restes humanes,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
6-MACONERIA,DW-S01-EA62,Mortar_Present,Morter present,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S01-EA62,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
7-ELEMENT,DW-S01-EA71,Upper_Crown,Coronament (R),element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
6-MACONERIA,DW-S01-EA71,RockArt_Present,Art rupestre present,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
